stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,4.09,93.99,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,56.7,2.14,0,318.8,1.07,8.56,0,0,0,0,0,51.35,0,1.07,0,3.21,6.42,2.14,114.47,0,0,0,0,387.26,465.36,1.07,0,18.19,0,0,0,3.21,0,0,0,0,0
21Day,5.35,0,0,14.72,1.34,9.37,0,1.34,0,0,155.27,0,0,4.02,4.02,9.37,5.35,0,24.09,0,0,2.68,0,46.85,12.05,0,1.34,5.35,2.68,0,0,0,0,1.34,0,0,1.34
3Month,3.52,13.12,7.04,1994.24,0,0,15.04,0.64,8.32,19.2,92.15,172.13,14.72,0.64,45.75,35.19,28.16,29.12,21.12,2.56,2.56,14.08,10.56,6.4,17.6,10.24,0.64,1.6,8.32,0.64,47.35,2.88,0,0,15.36,18.24,23.36
22Month,0.55,9.84,0.55,495.82,0,0,65.05,48.11,8.75,12.03,32.8,107.14,3.28,0.55,44.28,0,0,6.01,21.32,0.55,27.88,1.09,0,0.55,40.45,9.29,0,0.55,7.11,0,2.73,2.73,2.73,0,1.09,0,7.11
