stage,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Primordial_germ_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,2.14,0,0,1.07,1.07,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,0,2.68,0,0
3Month,0.64,7.68,0,0.32,1.6,0.64,0.32,1.6,0.32,0.64,1.6,0,0,0,0,0,1.28,0.32,1.28
22Month,0.55,2.19,2.73,2.73,8.2,0,0,6.01,0,0.55,2.19,2.19,0,0,1.09,0,6.01,1.09,2.73
