stage,Enterocyte,Epithelial_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,4.09,16.35,0,0,44.95,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,1.07,0,2.14,0,41.72,8.56,0,2.14,0,5.35,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,4.02,0,9.37,0,0,0,0,0,0,0,0,0
3Month,0,1.6,0,0,2.24,0.32,0,1.28,0.96,1.28,1.28,1.92,1.6,0,0.32,0,7.68,0,0.32,0,0.96,0.32
22Month,0.55,0,1.64,1.09,13.67,1.09,0.55,1.64,0,1.64,0.55,0.55,0,0.55,0.55,0,0.55,0.55,0,0.55,0,0
