stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,12.26,0,0,0,0,4.09,4.09,36.78,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,1.07,0,1.07,0,0,0,0,0,0,0,0,0,4.28,2.14,1.07,0,0,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,1.34,0,12.05,0,0,0,0,1.34,0,0,0,0,8.03,0,0,8.03,1.34,5.35,0,0,0,0,1.34,0,0,0,5.35,0,0,4.02,1.34,0,0,6.69
3Month,0.32,1.6,1.28,72.31,0.64,1.6,0.64,24.96,12.8,0,0,20.16,41.27,2.24,31.67,1.6,39.67,19.52,10.24,2.24,0,14.08,0.64,0.64,0.32,1.92,1.92,0.96,1.6,13.12,1.6,0,5.44,3.52,38.71
22Month,0,3.83,1.09,18.04,0,0,1.64,13.67,30.61,1.64,0,40.45,26.79,7.11,16.4,0,7.65,26.79,12.03,0.55,0.55,8.75,0,0.55,0,0.55,2.19,0,0,0.55,1.64,0,0.55,0,20.77
