stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,24.52,0,0,0,0,20.43,110.33,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,13.91,1.07,5.35,0,2.14,0,0,0,0,0,0,0,2.14,11.77,0,18.19,0,0,0,1.07,120.89,68.47,0,1.07,18.19,1.07,0,6.42,1.07,0,0,0,0
21Day,10.71,1.34,0,45.51,0,21.42,0,6.69,0,4.02,0,1.34,1.34,21.42,2.68,0,24.09,9.37,33.46,0,0,2.68,1.34,38.82,32.12,0,4.02,12.05,4.02,0,2.68,1.34,2.68,2.68,0,4.02
3Month,0,1.28,0.64,13.76,0,0,0.32,0.64,1.28,5.76,0,11.84,2.24,1.6,4.16,1.28,8.32,3.52,4.48,0.64,0,1.28,0.96,0.64,0,0.32,0,0.96,0.32,3.2,0.32,0,0,1.6,1.6,3.2
22Month,0,3.28,0.55,7.65,0,0,0,1.09,0.55,6.01,3.28,57.4,4.92,1.09,7.65,0,1.09,2.73,2.73,0.55,1.64,1.09,0,0.55,0,1.64,0.55,1.09,0,1.09,0,0.55,0,0,0,2.73
