stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,57.21,4.09,8.17,0,4.09,0,0,0,0,4.09,0,0,0,0,8.17,12.26,32.69,93.99,0,0,0,0,36.78,845.89,0,0,0,24.52,0,0,0,0,0,0,4.09,0,0,0
72hpf,20.33,10.7,0,32.09,6.42,20.33,0,6.42,0,0,2.14,0,0,1.07,0,10.7,0,27.81,86.65,7.49,64.19,0,9.63,3.21,1.07,246.05,223.59,0,4.28,0,47.07,2.14,0,3.21,24.61,2.14,1.07,7.49,0,0,0
21Day,21.42,4.02,5.35,84.33,4.02,52.2,0,49.53,0,1.34,5.35,0,0,9.37,4.02,72.28,8.03,14.72,30.79,14.72,123.15,0,0,14.72,0,88.34,88.34,0,2.68,0,56.22,13.39,0,5.35,8.03,1.34,4.02,1.34,0,0,25.43
3Month,0.64,10.88,5.44,129.58,0.96,0,3.52,7.36,1.28,9.92,39.03,0.32,0,200.61,27.84,11.2,55.35,11.2,36.15,33.27,63.99,10.24,0.32,10.24,11.2,9.28,3.52,10.56,7.36,0,1.92,6.08,0.32,185.57,2.88,0,0,0.96,12.16,98.86,37.11
22Month,0,19.13,2.73,69.97,2.19,0,6.56,7.11,0,10.39,103.86,49.2,0,613.35,10.39,36.08,101.68,3.83,13.12,79.81,67.24,1.64,15.85,8.2,1.09,5.47,3.28,8.2,10.39,33.35,0,0.55,0,79.26,8.2,3.28,0,0.55,3.83,0,16.95
