stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,8.17,0,0,4.09,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,2.14,2.14,0,2.14,0,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,1.34,0,0,8.03,0,0,0,0,0,0,0,1.34,0,0,4.02,8.03,0,0,0,0,0,2.68,0,0,1.34,1.34,0,0,0,0
3Month,0,0.32,0,8.64,0,0,0.64,0.96,0,11.52,0.64,0.32,0.64,1.28,0.64,2.24,2.56,0.32,0,0,0.32,0,0.32,0,0.32,0.64,1.6,0.32,9.6,1.6
22Month,0,0,1.64,7.11,0,0.55,1.09,6.56,2.73,42.64,1.09,0.55,3.83,0,2.19,4.37,3.28,0.55,1.64,0.55,0,0,1.64,0.55,0,0,4.37,0,0,0.55
