stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,53.12,0,0,0,0,273.79,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,21.4,2.14,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,5.35,0,24.61,0,0,5.35,110.19,26.74,0,1.07,0,19.26,0,0,10.7,0,0,2.14,0,0,0
21Day,32.12,1.34,0,17.4,1.34,5.35,0,1.34,0,0,1.34,0,1.34,0,1.34,0,0,2.68,0,48.19,0,0,9.37,80.31,10.71,0,2.68,0,6.69,1.34,1.34,2.68,1.34,1.34,0,0,0,0
3Month,0.32,0.32,0,11.84,0,0,0,0,0.32,0.32,0.96,0.32,20.48,0.96,0.32,3.2,0.32,1.28,1.28,9.28,3.2,0,2.88,0.96,0,0.32,0,0,0.64,0.32,9.92,1.28,0.32,0,0.32,0.64,5.44,1.28
22Month,0,2.73,0.55,4.92,0.55,0,0.55,0,0,0,1.09,4.92,71.07,3.83,1.09,3.83,0.55,1.09,4.37,10.39,0,2.19,1.64,1.09,0,0,1.09,1.09,0.55,0,7.11,1.09,0.55,0,0,0,0,0.55
