stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,12.84,1.07,2.14,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,6.69,1.34,0,38.82,1.34,0,1.34,1.34,2.68,0,0,1.34,12.05,4.02,4.02,29.45,5.35,9.37,0,0,0,0,1.34,1.34,0,0,0,1.34,2.68,0,0,0,0,0,6.69
3Month,0,4.48,5.12,98.54,0,1.92,1.92,13.76,17.92,0.32,44.79,11.84,3.2,73.59,6.4,28.16,16,11.52,2.24,0,4.48,5.12,1.6,0,3.2,0,0,0.32,1.28,2.24,0.64,0.32,4.48,1.6,32.95
22Month,0,7.65,8.75,47.01,0,0.55,0.55,7.65,12.57,2.73,75.44,3.83,7.65,137.76,2.73,9.84,10.93,9.29,1.09,2.73,3.83,0.55,0,0,5.47,0.55,0.55,1.09,0.55,1.09,0.55,0,1.09,0,13.12
