stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,8.17,8.17,4.09,0,0,0,0,12.26,20.43,0,0,0,0,0,0,0,0,0
72hpf,51.35,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,4.28,0,0,1.07,0,12.84,7.49,0,0,0,0,0,2.14,0,0,0
21Day,66.93,0,0,4.02,1.34,0,0,0,0,0,0,1.34,0,2.68,1.34,2.68,1.34,0,0,1.34,0,9.37,0,0,2.68,6.69,1.34,0,1.34,2.68,0,0
3Month,12.8,0.32,0.96,7.36,0,0.32,0.64,0.32,0,6.4,2.24,0,0.64,21.44,1.92,2.88,2.56,0.96,0.32,0.64,0.64,0.32,0.64,0.32,0,0,0,10.24,0,0,0.32,0.32
22Month,15.31,1.09,5.47,1.09,0,0,1.09,3.28,2.73,29.52,0.55,0,1.64,5.47,0,2.73,5.47,0,1.09,1.09,0.55,1.64,0,0,0.55,0,0,4.92,0,0,0,0
