stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,531.23,4.09,0,0,0,4.09,0,4.09,0,0,0,0,8.17,16.35,16.35,0,0,0,0,0,16.35,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,12.84,6.42,0,293.12,22.47,0,2.14,0,0,0,0,0,0,0,2.14,2147.07,0,126.24,0,0,17.12,0,58.84,51.35,0,1.07,0,289.91,0,1.07,4.28,1.07,3.21,2.14,0,0,0
21Day,10.71,2.68,0,153.93,9.37,0,5.35,1.34,0,0,0,1.34,8.03,1.34,0,535.41,5.35,322.59,0,0,129.84,0,22.76,6.69,0,2.68,0,303.85,22.76,2.68,4.02,4.02,5.35,4.02,0,0,2.68
3Month,0,3.2,1.28,20.16,0,0.96,0.64,3.52,34.23,0,14.72,17.28,0,14.08,6.4,16.96,8,740.04,31.67,0,48.95,0.96,2.56,0,4.48,0.32,0,1.6,0.96,7.36,0.64,0,0,5.12,0.64,1.92,5.12
22Month,0.55,3.28,1.64,14.76,0,2.19,0,2.19,10.39,4.37,54.12,8.2,1.09,26.79,1.09,1.64,14.76,692.61,0.55,1.64,3.28,0,0,0,0.55,0,0.55,1.09,1.09,2.19,1.64,1.64,0,0,0,0,4.92
