stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,8.17,24.52,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,2.14,4.28,3.21,0,0,0,1.07,0,0,0,0,0,2.14,12.84,2.14,148.7,0,0,3.21,106.98,10.7,3.21,0,222.52,0,0,6.42,0,9.63,0,0,0
21Day,1.34,0,0,1.34,0,4.02,0,0,0,0,0,1.34,0,0,0,1.34,1.34,0,195.43,0,0,2.68,36.14,8.03,1.34,1.34,91.02,6.69,2.68,0,1.34,1.34,0,0,0
3Month,0.32,0.96,0,6.72,0,0,0.64,0.32,0.64,1.28,0,127.34,5.76,0.32,2.24,0.96,3.2,4.48,41.27,3.2,0,0.32,1.92,0,4.16,0.32,0.64,2.56,11.52,0.32,0,0.64,0.96,2.56,2.24
22Month,0,0.55,1.64,4.37,0.55,0,1.09,0,1.64,2.73,38.27,204.45,0.55,2.73,4.92,0,0,3.83,41,0,4.37,1.64,0,0.55,4.37,1.64,0,0.55,5.47,2.19,0,0.55,0,0,1.09
