stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,8.17,0,36.78,0,0,0,0,0,0,0,0,16.35,0,0,0,4.09,0,12.26,24.52,40.86,0,0,0,0,12753.67,249.27,0,0,0,0,0,0,0,0,2374.2,0,0,0
72hpf,141.21,65.26,0,139.07,29.95,286.7,0,5.35,0,0,6.42,1.07,1.07,3.21,0,4.28,3.21,78.09,430.06,21.4,359.45,0,10.7,28.88,7.49,23056.14,1197.1,7.49,32.09,472.85,7.49,2.14,111.26,3.21,4.28,22781.2,0,0,1.07
21Day,89.68,29.45,21.42,275.74,6.69,235.58,0,26.77,0,1.34,17.4,0,0,53.54,8.03,84.33,41.49,21.42,157.95,70.94,318.57,0,1.34,36.14,0,4069.14,236.92,4.02,10.71,116.45,243.61,0,18.74,37.48,91.02,4743.76,0,0,36.14
3Month,0,79.99,0.32,34.23,0,0,10.24,0,7.68,14.08,3.84,0.64,0,21.76,22.08,0.32,10.24,1.6,13.12,2.56,10.88,0.96,0,64.31,1.28,156.46,8.32,2.24,0,0,0.96,21.76,0,0.32,0,905.78,16.32,4.8,8.32
22Month,0,3.28,1.09,7.11,0,0,0,0,0,9.29,3.28,0.55,0,17.49,1.64,0.55,0,0,0,2.73,2.73,0.55,1.64,0,0,81.45,1.09,1.64,0.55,0,0,3.83,0.55,0,0,55.21,0,0,0.55
