stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,40.86,0,20.43,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,36.78,0,0,0,4.09,32.69,77.64,16.35,0,0,44.95,0,0,0,0,0,0,0,0,0
72hpf,17.12,37.44,0,9.63,2.14,4.28,0,0,0,0,0,0,0,0,0,4.28,9.63,3.21,250.33,0,0,0,2.14,289.91,23.54,6.42,1.07,0,206.47,0,1.07,5.35,1.07,0,4.28,0,0,0
21Day,8.03,33.46,0,17.4,4.02,8.03,0,0,0,0,0,1.34,0,12.05,1.34,6.69,10.71,6.69,690.68,0,0,8.03,0,65.59,10.71,0,1.34,0,73.62,9.37,5.35,1.34,2.68,6.69,5.35,0,0,1.34
3Month,0,26.88,1.28,34.87,0.96,0,0.32,3.84,4.16,4.16,0,11.84,1.28,0,4.48,16,116.14,1.6,127.02,10.24,0.64,2.88,0.96,34.23,0.32,0.64,0,0,0.96,0.96,103.02,0.32,0,0,0,0.32,2.56,2.56
22Month,0.55,19.68,1.64,16.95,0.55,0,1.64,0,2.19,3.83,11.48,52.48,1.64,1.09,4.37,6.56,13.12,6.56,135.02,1.09,2.19,2.73,1.09,18.04,0,0,0.55,1.64,0,1.09,27.33,1.64,1.64,0,0,0,0,4.37
