stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,4.09,0,114.42,0,0,4.09,0,0,4.09,0,8.17,0,0,0,0,4.09,32.69,57.21,24.52,0,0,0,4.09,8.17,98.07,4.09,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,189.35,1.07,0,37.44,17.12,0,0,0,0,2.14,0,0,0,0,1.07,0,7.49,163.68,4.28,10.7,0,0,1.07,0,44.93,25.67,0,0,51.35,1.07,2.14,2.14,2.14,0,1.07,0,0,0
21Day,113.78,12.05,4.02,179.36,14.72,0,5.35,0,0,4.02,0,0,2.68,0,10.71,12.05,1.34,140.55,5.35,34.8,0,0,0,0,32.12,14.72,2.68,0,22.76,4.02,10.71,2.68,0,2.68,1.34,0,0,0
3Month,9.28,5.76,4.16,278.36,0,1.92,0.64,0.64,87.99,7.04,0,0,22.08,16.96,1.28,86.71,17.92,63.03,7.04,48.63,15.36,0.32,3.2,4.48,4.48,0,1.28,0.32,0,8.32,107.82,0.32,0,0,0.64,2.24,7.68,5.76
22Month,0.55,7.65,3.83,126.82,0,0.55,0.55,0,53.03,14.76,4.37,0,184.22,4.92,1.64,106.05,9.29,13.67,5.47,36.08,1.64,4.37,1.64,0,4.92,0,2.73,1.09,0,13.12,100.58,0.55,1.09,0,0,0,0,7.11
