stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,6.42,1.07,1.07,0,0,1.07,0,4.28,10.7,0,0,0,1.07,0,0,2.14,0,0,0,0,0,0
21Day,0,0,1.34,10.71,1.34,1.34,0,1.34,0,0,1.34,2.68,0,0,4.02,0,1.34,5.35,4.02,4.02,0,0,1.34,0,2.68,4.02,0,1.34,0,0,4.02,0,29.45,0,0,10.71,0,2.68,4.02
3Month,1.28,15.68,6.4,101.42,1.28,0,0.64,0.96,0.32,12.48,29.76,0.64,132.78,50.55,1.92,43.19,10.24,39.67,21.44,19.84,3.2,0.32,10.56,15.36,6.72,2.24,6.72,7.04,0,1.92,14.72,0.64,647.58,3.2,0,0.64,12.8,8403.47,37.75
22Month,0,3.83,1.09,18.04,1.09,0,0,0.55,0,4.37,31.71,2.73,49.2,12.57,1.09,8.2,1.09,2.19,3.83,8.2,0,1.64,2.73,0.55,1.64,0,1.09,1.09,1.64,0.55,1.09,0,334.01,1.64,1.09,0,0,43.19,11.48
