stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,143.02,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,5.35,0,3.21,0,0,0,0,70.61,14.98,1.07,1.07,5.35,0,0,1.07,0,0,0,0
21Day,0,2.68,0,10.71,14.72,0,1.34,0,0,0,0,1.34,1.34,8.03,0,5.35,2.68,1.34,6.69,0,0,0,0,21.42,9.37,2.68,0,0,2.68,0,1.34,1.34,0,0,1.34
3Month,0,1.6,0.32,15.04,0,0.32,0,2.56,3.2,0,0,18.56,4.16,0.32,3.84,0.96,3.2,2.24,2.88,1.28,0,0.96,1.28,0.32,0,3.52,0.32,0.64,0.64,4.48,0,0,2.24,6.4,3.84
22Month,0.55,1.64,0,5.47,0,0,0.55,0,0.55,0.55,0,57.95,1.64,1.64,3.83,1.09,1.64,2.19,2.19,0,3.83,0.55,0,0.55,0,2.19,1.64,0,0,2.19,1.64,0,0,0,2.19
