stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,216.58,8.17,0,147.11,0,0,0,0,0,0,0,8.17,0,0,0,0,8.17,0,28.6,216.58,0,0,0,0,245.18,416.81,0,0,0,57.21,0,0,0,0,0,0,36.78,0,0,0
72hpf,108.05,6.42,0,13.91,24.61,1.07,0,0,0,0,0,0,0,0,0,0,3.21,36.37,221.45,57.77,0,0,0,2.14,123.03,46,0,0,0,64.19,0,0,0,9.63,1.07,0,142.28,0,0,0
21Day,20.08,0,0,8.03,2.68,2.68,0,1.34,0,0,0,0,1.34,0,1.34,0,10.71,1.34,109.76,9.37,0,0,4.02,0,17.4,9.37,0,2.68,0,4.02,8.03,0,9.37,1.34,1.34,1.34,18.74,0,0,1.34
3Month,0.96,2.24,0,21.76,0,0,0.32,0.32,0.96,1.92,0,0,12.48,5.12,0,8.32,12.16,3.84,188.77,4.48,1.92,0,0.96,1.6,0.64,0.32,1.28,1.6,0,0.32,3.2,0.32,225.24,0.96,0,0,0.32,1.6,50.55,3.52
22Month,0.55,0,1.09,12.57,0,0,0,1.64,1.09,7.65,3.83,0,21.32,3.28,1.64,13.67,7.11,1.09,19.68,3.28,0,1.09,0.55,0.55,1.64,0,0.55,0.55,2.19,0,0,0,84.73,0.55,0.55,0,0.55,0,0.55,1.64
