stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
72hpf,2.14,2.14,89.86,0,0,0,0,0,0,0,0,2.14,10.7,0,3.21,0,0,345.54,6.42,0,0,0,3.21,1.07,0,2.14,0,0,0,0,0
21Day,1.34,10.71,69.6,2.68,2.68,0,0,0,1.34,1.34,0,1.34,14.72,0,9.37,2.68,0,192.75,0,0,0,0,1.34,0,1.34,1.34,0,1.34,1.34,0,1.34
3Month,0,2.24,17.92,0,0,0,0.32,0,2.88,0.32,0.96,0,0.32,0.32,0.96,0,0.32,6.4,0,0.32,0.32,0,0,1.28,2.24,0,0,0,0,0.32,0.96
22Month,0,1.64,7.65,0,0,1.64,1.09,1.09,16.95,0.55,1.09,0.55,0.55,1.64,1.64,0,0.55,9.29,0,0,0,0.55,0,0.55,7.65,0,0.55,0,0,0,0
