stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,4.09,0,0,0,155.28,1303.56,4.09,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,38.51,5.35,0,11.77,5.35,23.54,0,0,1.07,0,0,0,0,0,2.14,49.21,4.28,23.54,0,0,0,3308.86,1565.1,1.07,1.07,51.35,1.07,0,37.44,3.21,3.21,2.14,0,0,0
21Day,10.71,0,1.34,9.37,0,8.03,2.68,0,1.34,0,2.68,0,0,0,0,10.71,5.35,14.72,0,0,1.34,744.22,349.36,0,2.68,9.37,17.4,1.34,14.72,5.35,10.71,1.34,0,0,1.34
3Month,0,0.96,0,8.64,0,0,0,1.28,1.28,0,4.8,0.96,0,2.24,0.64,0.96,0.64,1.28,0.64,0.32,0,234.84,28.16,0.96,0.32,0,0.32,7.68,1.28,0,0,0,0.64,1.28,1.6
22Month,0,1.09,0,2.19,0,0,0,0.55,4.37,0.55,25.15,1.09,0.55,2.19,0.55,0,0.55,6.01,0,0.55,1.64,286.45,13.67,1.64,0,0,0.55,18.04,8.75,1.09,0,0,0,0,0.55
