stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,28.6,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,4.09,183.89,0,0,0,4.09,0,776.42,0,0,0,28.6,0,0,0,0,0,8.17,0,0,0
72hpf,46,10.7,0,10.7,3.21,12.84,1.07,0,0,0,0,0,0,0,0,1.07,10.7,2.14,515.64,0,1.07,12.84,0,162.61,237.49,2.14,4.28,0,312.38,0,0,309.17,1.07,0,17.12,0,0,0
21Day,29.45,1.34,0,16.06,1.34,10.71,2.68,0,0,2.68,1.34,0,0,0,6.69,0,12.05,1.34,574.23,0,0,33.46,0,89.68,62.91,0,1.34,0,135.19,14.72,9.37,49.53,4.02,6.69,20.08,0,0,2.68
3Month,0.32,2.24,0.32,17.92,0,0,0,10.24,2.88,9.28,0.64,17.28,3.2,0,5.76,0.96,6.72,3.84,206.37,53.43,0,5.44,1.92,2.88,2.24,0.64,0,0,0.64,2.56,127.34,1.6,0,0,2.88,6.08,16.96,4.16
22Month,0.55,3.28,0,22.41,0,0,0,8.2,1.09,5.47,71.61,67.24,2.19,1.09,9.29,0,4.92,5.47,236.7,12.03,1.64,4.92,0,0.55,2.19,4.37,1.09,0.55,0,1.64,47.01,5.47,0,0,1.64,0.55,0,1.09
