stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,24.52,0,81.73,0,0,0,0,0,0,0,0,0,0,0,16.35,0,220.67,0,0,0,0,122.59,1336.25,0,0,65.38,0,0,0,0,0,8.17,0,0,0
72hpf,19.26,12.84,0,8.56,10.7,16.05,0,0,0,0,0,0,0,0,2.14,36.37,2.14,82.37,0,1.07,2.14,1.07,1570.45,132.65,6.42,17.12,59.91,2.14,0,20.33,2.14,1.07,5.35,0,0,0
21Day,13.39,1.34,2.68,30.79,0,16.06,2.68,1.34,1.34,0,5.35,0,12.05,5.35,0,21.42,1.34,72.28,0,0,20.08,1.34,894.14,42.83,2.68,16.06,13.39,22.76,2.68,12.05,14.72,13.39,2.68,0,0,1.34
3Month,0,1.28,0,12.48,0.32,0,0,0,1.6,0.32,10.56,2.56,0,3.2,1.28,0.96,1.6,5.76,0.32,0,1.28,0,27.2,0.32,4.8,1.6,0,0.32,43.19,0,0,0,0,4.48,2.88,1.28
22Month,0,4.92,1.09,8.2,2.73,0,1.09,0,1.64,0.55,48.11,1.64,0,2.73,0.55,0,2.73,6.56,0,2.73,1.64,0,45.92,0.55,8.75,2.19,0.55,0,20.23,4.37,2.19,0,0,0.55,0,1.09
