stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,40.86,0,0,4.09,0,0,0,0,0,0,0,0,0,0,20.43,4.09,0,0,0,0,0,0,8.17,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,2643.45,9.63,0,9.63,3.21,18.19,0,0,0,1.07,0,0,0,0,7.49,38.51,22.47,40.65,0,1.07,2.14,0,165.82,70.61,1.07,1.07,43.86,0,1.07,13.91,2.14,0,6.42,0,0
21Day,2460.22,5.35,4.02,44.17,2.68,33.46,0,8.03,0,4.02,13.39,1.34,8.03,17.4,12.05,30.79,48.19,121.81,0,0,14.72,0,84.33,50.86,4.02,0,58.9,12.05,1.34,12.05,2.68,17.4,4.02,0,6.69
3Month,11.52,2.88,0.64,8.96,0.32,0,0.32,1.28,0.32,2.24,5.76,0.32,0,1.92,0.96,1.6,9.28,16.32,3.52,0.32,2.88,0.96,1.28,0.32,1.92,0.32,0.32,0,31.04,0,0,0,0,12.48,4.16
22Month,2.19,0.55,0,0,0,0,0,0,0,0.55,11.48,0.55,0,1.09,0,0,2.19,7.65,0,0,0.55,0,0,0,0,0,0,1.09,31.16,0.55,0,0,0,0,1.09
