stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,4.28,0,0,0,0,7.49,8.56,0,0,0,2.14,1.07,18.19,1.07,0,0,0,0,0
21Day,4.02,0,2.68,17.4,0,0,0,0,0,0,6.69,0,1.34,0,0,5.35,1.34,8.03,0,0,10.71,0,9.37,12.05,1.34,0,0,2.68,2.68,80.31,1.34,1.34,0,0,0,0
3Month,1.92,6.72,2.24,62.07,0.96,1.28,1.28,8,16.64,1.28,69.11,21.76,0.96,33.91,7.04,20.16,18.88,27.84,3.84,0.32,8.64,14.4,6.4,2.88,7.36,4.48,0,0.96,29.44,4225.89,4.48,0.32,0.96,21.12,279,11.52
22Month,1.64,2.73,2.73,26.79,0.55,1.09,0,4.92,6.56,97.3,68.88,1.09,1.64,9.84,1.64,6.56,3.28,15.85,0,2.19,2.19,0,1.09,0,4.92,0.55,25.69,1.64,1.09,1807.24,2.19,0,0.55,0.55,2.73,1.64
