stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,1.07,8.56,0,0,0,0,0,0,0,0,0,2.14,3.21,0,4.28,0,0,0,29.95,11.77,0,1.07,0,17.12,0,0,0,0,0,2.14,0,0,0
21Day,2.68,0,1.34,6.69,1.34,2.68,0,4.02,0,0,0,4.02,0,2.68,1.34,0,0,1.34,9.37,0,4.02,0,16.06,5.35,0,0,0,4.02,4.02,0,1.34,0,4.02,0,0,0,4.02
3Month,0.32,2.56,0.32,32.63,0.32,0,1.6,0,4.48,8.32,0,74.55,8.96,3.52,13.12,3.2,18.56,8.96,19.52,8.96,3.84,4.16,2.88,0.32,4.48,0.96,0,0.64,2.56,25.6,1.6,0,0,0.64,6.08,123.5,12.48
22Month,0,3.28,1.09,12.57,0.55,0,0,0,2.73,13.67,2.73,88.01,4.37,6.56,7.65,1.09,2.73,9.29,16.95,1.09,3.28,0,0.55,1.64,4.37,2.19,1.64,0,0,2.73,2.73,1.09,0,0,2.19,0.55,7.65
