stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
72hpf,7.49,1.07,0,2.14,8.56,14.98,0,0,0,0,0,0,18.19,22.47,1.07,395.82,0,0,0,89.86,64.19,1.07,2.14,19.26,0,0,13.91,3.21,0,2.14,0,0
21Day,54.88,5.35,5.35,183.38,5.35,107.08,17.4,8.03,44.17,1.34,42.83,20.08,5.35,66.93,26.77,526.04,2.68,18.74,4.02,230.23,87,5.35,9.37,68.27,37.48,1.34,17.4,6.69,24.09,10.71,1.34,46.85
