stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,0,0,0,0,20.43,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,8.56,1.07,12.84,0,0,1.07,0,51.35,20.33,0,0,8.56,1.07,0,5.35,0,1.07,0,0,0
21Day,4.02,0,0,12.05,0,4.02,0,0,0,4.02,0,0,0,2.68,0,2.68,2.68,1.34,17.4,0,0,4.02,0,22.76,5.35,0,4.02,4.02,0,0,1.34,1.34,0,0,0,1.34
3Month,0.32,1.92,0.64,11.52,0,0,0.96,0.32,1.6,0.64,0,25.92,2.24,0.32,5.76,2.56,4.48,4.8,1.92,0.32,0.32,0.96,0.96,0.96,0.32,0.32,0.64,0.32,0.96,3.84,0,0,0.32,1.92,0.64,4.8
22Month,0.55,1.64,0.55,8.2,0,0,0.55,0,2.19,7.11,4.92,72.16,3.83,2.19,7.65,0,2.19,11.48,2.73,0,4.92,0.55,0,0,0.55,0.55,0.55,0,0,0.55,0.55,0,0,0.55,0,4.37
