stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,0,0,0,0,85.81,89.9,0,0,0,0,0,0,0,0,478.11,0,0,0
72hpf,20.33,11.77,0,13.91,4.28,9.63,0,1.07,0,0,0,0,0,0,0,8.56,34.23,2.14,25.67,0,1.07,0,221.45,105.91,1.07,1.07,69.54,0,0,20.33,0,0,6613.45,0,0,0
21Day,14.72,1.34,13.39,40.16,2.68,42.83,0,8.03,0,0,0,12.05,0,17.4,0,1.34,17.4,9.37,46.85,0,4.02,0,42.83,32.12,1.34,4.02,10.71,29.45,1.34,2.68,1.34,10.71,1373.33,0,0,4.02
3Month,0,0.32,1.28,13.76,5.44,0,1.92,0.32,0.64,1.28,2.24,6.08,2.56,0,3.2,10.88,7.36,0,27.84,53.75,0.96,1.6,0,1.92,0.32,0.32,0.64,0.64,27.2,1.28,0,0,217.57,0.64,1.92,3.84
22Month,0,0,0,6.56,0,0,0,0,0,0,2.73,8.75,0,0.55,0,0.55,1.09,1.64,12.03,0,0.55,0,1.09,0.55,0,0.55,0,0.55,9.29,0,0,0,3.28,0,0,0
