stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,4.09,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,1.07,1.07,0,5.35,0,0,0,0,0,0,0,27.81,0,1.07,12.84,0,35.3,0,0,0,0,7.49,3.21,0,0,0,5.35,0,0,1.07,0,0,0,0
21Day,1.34,0,0,228.89,8.03,0,14.72,0,0,2.68,0,0,4.02,0,58.9,0,2.68,30.79,18.74,52.2,0,0,4.02,0,8.03,1.34,0,0,0,24.09,4.02,0,1.34,2.68,0,0,0
3Month,0,2.56,0.32,316.75,0,0.32,1.28,0,1.6,5.44,0,0,14.72,7.04,33.91,1.6,2.56,27.84,10.88,10.24,0.96,0,1.28,0.96,0.96,0.32,0.96,0,0,0,3.2,6.72,0.64,0,0.32,4.48,2.56
22Month,0,2.19,0,176.57,0,3.28,3.28,0.55,0.55,12.03,1.09,0,24.6,2.73,200.62,1.64,0.55,26.79,61.23,10.39,1.09,1.09,1.64,0,0,0,0.55,2.19,1.09,0.55,0,3.28,0,0,0,0,3.28
