stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,8.17,0,0,0,0,4.09,44.95,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,1.07,6.42,0,2.14,0,0,0,0,58.84,10.7,0,1.07,0,8.56,0,0,1.07,0,0,0,0,0
21Day,4.02,0,0,21.42,1.34,4.02,0,1.34,0,2.68,0,0,0,8.03,2.68,8.03,9.37,5.35,16.06,0,0,1.34,0,44.17,10.71,4.02,1.34,0,8.03,4.02,0,1.34,1.34,1.34,0,0,5.35
3Month,0,1.28,0.32,18.56,0.64,0,0.32,0,2.56,3.52,0.32,11.2,2.24,0.32,8,1.28,6.4,6.4,4.48,0.64,0,0.96,1.6,0.96,0.32,1.28,0.64,0,0,0.32,12.48,0,0,0,2.56,8.96,3.84
22Month,0,2.19,0.55,2.73,0.55,0,0,0,0.55,7.11,3.28,39.91,1.09,0.55,10.93,0.55,2.19,3.83,3.83,0,2.19,0,0,0,0,0.55,0.55,0.55,0,0,2.19,1.09,0,0,0.55,0,3.28
