stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,208.41,0,0,0,0,4.09,216.58,0,0,0,40.86,0,0,0,0,0,0,0,0,0
72hpf,84.51,5.35,0,31.02,3.21,10.7,0,0,0,0,0,0,0,0,0,0,5.35,21.4,2.14,712.48,0,6.42,116.61,1.07,109.12,64.19,0,0,0,769.18,0,0,12.84,1.07,1.07,17.12,0,0,0
21Day,81.65,1.34,2.68,57.56,2.68,40.16,0,5.35,1.34,1.34,4.02,0,9.37,0,5.35,6.69,2.68,21.42,6.69,1215.39,1.34,0,611.71,0,46.85,28.11,0,0,0,412.27,53.54,1.34,6.69,0,9.37,6.69,0,0,6.69
3Month,3.2,4.8,1.6,43.19,0.32,0,2.24,0.32,1.28,4.8,22.08,0,288.91,12.48,0.32,13.76,3.52,13.76,7.04,540.71,105.58,0.96,313.23,10.24,4.8,0.64,2.24,0.64,0,76.15,7.36,43.19,0.64,0.32,0,0.64,5.12,5.76,7.36
22Month,3.83,15.85,14.21,34.99,1.09,0,13.12,1.09,2.73,1.64,25.69,101.68,3011.52,7.11,4.37,23.51,1.64,2.19,18.04,617.17,22.41,32.8,74.35,3.28,8.2,1.09,3.83,7.11,15.31,79.81,4.92,22.41,0.55,2.73,0,0,2.73,0,7.11
