stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,5.35,0,0,0,0,0,0,0,0,0,6.42,1.07,9.63,0,1.07,0,0,464.29,21.4,1.07,9.63,6.42,0,1.07,13.91,0,0,0,0
21Day,2.68,0,0,5.35,9.37,0,2.68,0,0,0,0,6.69,2.68,0,6.69,2.68,13.39,0,0,1.34,0,199.44,2.68,1.34,5.35,10.71,5.35,4.02,2.68,1.34,1.34,0,0
3Month,0.32,0.64,0,5.76,0,0,0.96,2.56,0,12.8,2.88,0.32,1.6,0.32,3.52,2.24,2.56,1.92,0,0,0.32,0.64,0.32,0.96,0.32,0.32,0,10.88,0,0,0.32,5.12,1.28
22Month,0,1.09,1.09,3.83,0,0.55,0.55,6.56,0.55,65.6,6.01,0.55,6.56,0.55,1.64,4.37,6.56,0,0,0.55,0,3.83,0,2.73,0,0.55,0.55,7.11,0,0,0,0,0.55
