stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,20.43,20.43,0,0,0,0,20.43,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,5.35,0,7.49,2.14,7.49,0,0,0,0,0,0,0,0,1.07,0,1.07,10.7,1.07,20.33,0,2.14,3.21,0,129.44,54.56,0,1.07,12.84,1.07,0,0,14.98,2.14,2.14,2.14,0,0,0
21Day,4.02,1.34,1.34,21.42,1.34,8.03,0,2.68,0,1.34,0,0,0,1.34,8.03,0,2.68,13.39,4.02,18.74,0,0,1.34,0,44.17,18.74,1.34,1.34,8.03,2.68,0,0,4.02,0,2.68,0,0,0,1.34
3Month,0.32,5.76,1.6,36.79,0.32,0,0.64,0.32,7.36,8.96,0,0,49.59,8.96,1.6,13.12,1.92,8.32,12.16,9.92,6.08,0.32,6.4,3.2,2.56,0.32,1.6,1.6,0.32,1.6,0.32,40.31,0.32,0.32,0,0,3.84,19.52,5.76
22Month,0,3.83,3.83,9.29,0,0,1.09,0,4.92,15.85,7.65,0,126.28,5.47,4.37,16.4,1.64,2.19,7.11,14.76,0.55,6.01,2.19,0,2.73,0,3.28,1.09,0,0.55,0,12.57,2.19,2.19,0,0,1.09,0,4.92
