stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,24.52,44.95,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,82.37,20.33,9.63,0,0,0,0,0,0,0,1.07,0,31.02,1901.02,1.07,11.77,0,0,0,0,55.63,35.3,0,2.14,0,12.84,0,0,3.21,0,0,0,0,0
21Day,1.34,0,0,125.82,1.34,4.02,0,0,0,1.34,0,1.34,0,1.34,0,40.16,89.68,2.68,4.02,0,0,0,0,8.03,4.02,1.34,0,0,2.68,1.34,1.34,0,1.34,0,0,0,1.34
3Month,0,3.84,2.56,1130.38,2.56,0,1.28,0.32,4.8,6.4,0,37.11,12.48,0.64,20.48,90.87,251.48,7.68,11.2,1.6,0,4.16,3.84,0.96,0,7.04,2.24,0,0.64,13.12,10.88,0.32,0,0.32,5.44,5.44,7.68
22Month,0,1.09,0,179.85,0,0,0,0,0.55,3.83,2.19,37.72,0.55,0.55,3.83,19.68,53.57,6.01,6.01,0,1.64,0.55,0,0,0,5.47,0.55,0.55,0.55,0.55,4.92,0,1.64,0.55,1.09,0,0.55
