stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,535.32,4.09,449.5,0,28.6,0,69.47,0,8.17,0,4.09,0,0,24.52,0,12.26,4.09,310.57,637.48,0,0,0,0,159.37,318.74,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,20.33,128.37,0,25.67,4.28,13.91,0,8.56,0,0,0,0,0,0,1.07,0,4.28,24.61,3.21,262.1,0,2.14,10.7,0,116.61,42.79,1.07,62.05,3639.43,0,2.14,4.28,2.14,1.07,7.49,0,0,0
21Day,18.74,28.11,1.34,20.08,2.68,25.43,0,26.77,4.02,0,0,0,8.03,0,8.03,1.34,0,10.71,5.35,251.64,0,0,32.12,2.68,46.85,12.05,1.34,20.08,2377.23,10.71,1.34,2.68,1.34,5.35,2.68,1.34,0,18.74
3Month,0.32,10.24,0.32,10.56,0,0,0.32,5.76,0.32,0.96,0,0,3.84,0.64,0.64,2.24,0,0.64,2.24,42.23,18.24,0,20.16,1.6,0.96,0,0.32,1.92,158.69,0.64,1.28,0,0,0,0,9.92,0.32,0.64
22Month,0.55,26.79,1.09,49.75,1.09,0,2.19,11.48,1.09,4.37,1.64,0,13.67,1.09,0.55,2.19,0,2.19,3.83,98.94,4.92,1.09,33.35,0,2.73,0,3.28,7.11,270.05,0.55,7.65,0,0,0,0,3.83,0,0
