stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,0,0,1.07,0,2.14,3.21,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,1.34,2.68,4.02,2.68,0,2.68,1.34,1.34,0,49.53,0,1.34,12.05,0,2.68,4.02,4.02,0,0,0,1.34,8.03,1.34,0,4.02,0,0,5.35,0,1.34,1.34,0,0,0,0
3Month,0.32,2.24,4.48,20.8,0,0.32,0,2.88,7.68,0,570.79,7.68,0.64,60.47,4.8,4.8,7.04,5.12,0.64,0.96,0.96,26.56,0.32,0,0.32,0.32,0,0,8.32,4.8,0,0,0.32,1.92,29.12,5.44
22Month,0,0.55,3.28,4.37,0,1.09,0,0.55,13.12,0.55,260.21,3.28,1.09,41,0,0.55,10.39,0.55,0.55,7.11,0,0.55,0.55,0,0,0.55,1.09,0.55,0.55,0.55,0,0,0,0,0,0.55
