stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,380.04,32.69,0,490.37,0,4.09,0,0,0,0,0,0,4.09,0,0,0,20.43,12.26,28.6,780.5,0,0,0,4.09,237.01,2370.11,0,0,0,216.58,0,0,0,0,0,0,32.69,0,0,0
72hpf,46,8.56,0,198.98,3.21,3.21,0,1.07,0,0,0,0,0,0,0,0,5.35,543.45,2.14,316.66,0,2.14,20.33,3.21,143.35,60.98,0,0,0,316.66,0,0,0,5.35,0,0,18.19,0,0,0
21Day,29.45,5.35,0,503.29,4.02,10.71,0,10.71,0,0,0,0,6.69,0,16.06,8.03,10.71,223.54,12.05,452.42,0,0,42.83,0,64.25,25.43,2.68,29.45,0,274.4,33.46,0,1.34,0,4.02,12.05,2.68,6.69,0,0
3Month,3.84,34.55,2.56,327.95,0.32,0,3.52,9.92,0.32,4.8,13.44,2.88,268.12,9.92,5.44,49.27,37.75,111.66,8.64,375.62,170.85,0,18.56,6.72,7.04,3.84,4.8,34.87,0,17.92,8.32,0.32,65.27,0.64,0,0,1.92,199.97,11.84,19.2
22Month,1.64,43.19,2.73,135.57,0.55,0,5.47,21.32,2.19,1.64,14.76,6.56,230.14,3.28,5.47,62.32,6.01,16.4,9.29,333.46,42.09,3.83,15.31,0,6.56,0.55,6.01,8.75,2.19,17.49,1.09,0,45.37,1.09,2.73,0,0,18.04,0,8.2
