stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,61.3,110.33,0,0,8.17,0,0,0,0,0,0,0
72hpf,25.67,4.28,16.05,4.28,18.19,0,0,0,0,2.14,0,0,0,0,4.28,42.79,6.42,20.33,0,4.28,1.07,3252.17,110.19,2.14,0,50.28,0,0,10.7,0,2.14,0,0
21Day,5.35,1.34,5.35,0,12.05,2.68,0,1.34,0,0,0,4.02,4.02,1.34,0,9.37,0,4.02,0,0,2.68,439.04,16.06,0,1.34,4.02,5.35,0,0,1.34,0,0,0
3Month,0.32,0,1.6,0,0,0,0.32,0.32,0,0,2.56,0.96,0,0.96,0.96,0.32,0.96,0.32,0,0,0,2.24,0.64,8.32,0,0,0.96,7.68,0,0,0,1.6,0.32
22Month,0,0.55,3.83,0,0,0,1.09,2.19,1.09,0,19.68,1.09,0,2.19,0,0,3.28,1.64,0.55,0,0,9.29,0,18.04,0.55,0,0.55,8.75,0,0,0,0,0
