stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,12.26,0,0,0,0,0,4.09,0,0,0,0,20.43,4.09,0,24.52,0,0,0,0,106.25,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,7.49,126.24,1.07,0,0,0,0,0,0,0,1.07,0,5.35,22.47,0,22.47,0,1.07,0,5.35,117.68,52.42,1.07,68.47,0,3.21,2.14,0,0,6.42,2.14,0,0,0,0,0
21Day,8.03,0,0,13.39,152.59,6.69,0,0,0,0,0,1.34,0,9.37,1.34,6.69,70.94,6.69,18.74,0,0,1.34,0,70.94,18.74,9.37,140.55,0,4.02,10.71,0,0,5.35,0,2.68,1.34,0,0,4.02
3Month,0.32,2.56,0.32,35.19,34.55,0,0.96,2.56,2.56,0,0,18.56,3.2,1.6,3.84,71.03,42.23,71.67,6.4,2.56,0,1.28,1.92,21.12,0,33.91,114.86,0,0.32,1.28,0.32,17.6,1.28,0,0,0.96,2.88,5.12,2.24
22Month,1.09,6.01,1.09,69.43,26.79,0,2.73,16.95,4.37,2.19,0,63.96,4.37,2.19,9.84,15.85,55.76,24.6,12.03,0.55,2.73,1.09,0,19.13,1.09,50.29,148.69,1.64,0,0,0,6.01,2.19,0,0,2.73,0.55,0,1.09
