stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,130.76,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,9.63,2.14,2.14,7.49,0,0,0,0,10.7,21.4,0,0,0,8.56,0,0,5.35,0,0,0,0,0
21Day,1.34,0,346.68,28.11,0,9.37,0,1.34,0,2.68,0,0,2.68,1.34,5.35,2.68,0,4.02,0,20.08,0,0,1.34,1.34,14.72,16.06,1.34,1.34,0,4.02,10.71,1.34,0,0,0,0,0,4.02
3Month,0.64,3.52,485.68,103.66,0,0,3.84,1.6,0.64,102.06,19.2,0.64,61.11,23.04,0.32,92.79,1.6,10.24,4.16,15.68,7.04,0.64,8.96,8.32,1.6,1.6,11.84,0.64,0,0.32,8.96,30.72,0.64,0,0,3.84,6.72,10.24
22Month,0.55,3.28,169.46,36.08,0.55,0,1.64,0,0,57.4,14.21,2.19,100.04,6.56,1.64,128.46,1.09,3.83,8.2,7.11,1.09,6.01,2.19,0.55,1.09,0,7.65,1.09,0.55,1.09,2.73,36.63,0.55,0.55,1.09,0.55,0,7.11
