stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,754.2,2.14,0,8.56,0,8.56,0,0,0,0,0,0,0,0,0,0,2.14,11.77,5.35,6.42,0,0,0,0,68.47,33.16,0,0,16.05,0,0,9.63,0,1.07,0,0,0,0
21Day,3086.66,12.05,4.02,172.67,5.35,147.24,0,9.37,0,0,9.37,0,29.45,2.68,65.59,30.79,16.06,76.3,29.45,212.83,1.34,1.34,21.42,0,257,89.68,4.02,6.69,84.33,53.54,1.34,25.43,13.39,50.86,4.02,1.34,0,33.46
3Month,127.02,0.96,0.32,6.72,0,0,0.32,0,0,0.64,1.6,0.32,16.32,4.16,0.32,2.24,0,4.8,3.84,11.2,0.96,0,0.32,0.32,1.6,0.32,0.32,0.64,0,1.6,2.24,0.32,0,0,1.28,4.16,1.28,1.92
22Month,19.13,0,0,1.64,0,0,0,0,0.55,0,3.28,0,14.21,0,0,0,0,1.09,3.83,1.64,0,0,0,0.55,0.55,0,0,0.55,0,0,0.55,0,0,0,1.09,0,0,0
