stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0
21Day,0,0,9.37,38.82,0,1.34,0,0,0,1.34,0,0,0,1.34,48.19,0,10.71,0,2.68,0,0,0,0,6.69,0,16.06,0,0,0,0,0,0,0,0,1.34,1.34,0,0,0
3Month,2.88,10.56,15.68,953.13,0.64,0,23.36,0.64,231.32,33.59,0,204.45,43.83,1.6,4946.42,7.68,29.76,32.63,32.31,4.8,0.64,58.87,8.64,4.8,0.32,68.47,6.08,0,0.96,41.91,0.32,35.19,0.96,0.96,0,0.64,9.92,31.99,33.91
22Month,0,2.73,45.37,199.53,0,0,3.28,0,786.09,24.6,0.55,517.68,11.48,0.55,22.41,1.09,3.28,6.56,19.13,1.09,10.93,16.4,0,0.55,0,217.57,1.09,0.55,0,1.09,0,12.57,0.55,0,0,0.55,0,0,5.47
