stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,8.17,0,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,7.49,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,1.07,2.14,0,0,0,4.28,3.21,0,4.28,0,0,1.07,0,0,0
21Day,2.68,0,0,24.09,0,1.34,0,1.34,0,0,0,0,0,2.68,0,0,6.69,4.02,2.68,0,0,0,1.34,1.34,0,0,0,0,1.34,0,0,0
3Month,0,1.28,0.32,9.92,0,0,0.32,15.68,2.88,0,0,12.8,5.12,0,5.12,0.64,1.28,4.16,0.32,0.32,0.32,0.32,0.64,0,0.64,0.32,0.64,0.96,0,0.96,6.08,2.24
22Month,0,1.09,0.55,4.92,0,0,0,4.92,5.47,4.37,0,34.44,1.09,1.09,2.19,0,0,2.19,1.64,0,0,0,0.55,0,0.55,0,0.55,0.55,0.55,0,0,1.64
