stage,Cardiomyocyte,Epithelial_cell,Granulosa_cell,Hepatocyte,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,T_cell
24hpf,77.64,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0
72hpf,16.05,0,0,0,0,0,1.07,0,0,1.07,0,0,0,0
21Day,60.23,2.68,0,0,0,0,1.34,1.34,1.34,0,0,0,1.34,1.34
3Month,0,0,0,0.32,0,0,0,0,0,0,0.32,0,0,0
22Month,0,0,0.55,2.19,0.55,0.55,0,0,0,0,0,0.55,0,0
