stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,24.52,0,77.64,4.09,0,0,4.09,0,0,0,0,0,0,0,0,4.09,24.52,93.99,126.68,0,0,0,8.17,24.52,1254.53,0,0,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,7.49,8.56,0,13.91,3.21,3.21,0,2.14,0,0,0,0,0,0,7.49,0,7.49,10.7,3.21,67.4,0,1.07,0,4.28,71.68,223.59,0,0,0,31.02,0,0,4.28,0,2.14,0,0,0
21Day,6.69,4.02,2.68,52.2,1.34,50.86,0,44.17,0,0,0,0,1.34,0,30.79,5.35,4.02,9.37,6.69,64.25,0,0,8.03,0,38.82,80.31,0,0,0,13.39,4.02,2.68,8.03,1.34,0,0,0,6.69
3Month,0.64,7.68,0.64,70.39,0,0,0.32,0.96,0.64,8,16.96,0,35.19,7.04,9.92,39.99,4.16,20.16,19.84,19.2,1.92,0.64,3.2,6.08,2.56,0.64,1.28,0.32,0,0.64,2.56,182.05,0.96,0,0.32,11.52,16.96,19.52
22Month,0.55,11.48,3.28,26.79,0,0,0,3.28,0.55,0.55,27.33,0.55,90.74,9.84,16.95,50.29,0,2.73,27.33,18.59,1.64,4.37,0.55,0,1.64,0,4.37,3.28,1.64,1.09,1.09,57.4,0,1.64,0.55,1.64,0,9.84
