stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0,1.07,2.14,0,2.14,0,0,0,0,1.07,7.49,0,0,0,6.42,0,0,0,0,0,0,0
21Day,1.34,0,0,4.02,0,0,1.34,0,0,0,0,0,0,0,0,4.02,0,10.71,0,0,0,0,2.68,4.02,0,0,0,2.68,2.68,14.72,1.34,0,0,0,1.34
3Month,0.32,0.64,1.28,10.24,0,0.32,0.64,1.6,2.88,0,25.6,5.76,0.96,6.4,2.24,4.48,4.48,5.12,1.6,0,5.12,2.24,0.64,0.32,0.96,2.24,0,0.32,7.68,421.05,0.32,0.64,7.04,504.56,2.88
22Month,0,3.28,0,5.47,0,0.55,0.55,1.09,2.73,0.55,47.56,1.09,0.55,4.92,0.55,1.64,2.19,6.56,0.55,2.19,2.19,0,0,0,1.09,0,1.09,0,0,24.6,1.09,0,0.55,1.09,2.19
