stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,28.6,81.73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,29.95,12.84,17.12,9.63,20.33,0,0,0,0,0,0,0,0,0,5.35,57.77,9.63,210.75,0,1.07,5.35,0,2490.47,209.68,0,1.07,62.05,1.07,0,13.91,2.14,0,2.14,0,0,0
21Day,5.35,2.68,12.05,2.68,13.39,0,2.68,0,5.35,0,2.68,0,6.69,0,2.68,16.06,5.35,141.88,0,0,10.71,0,592.97,56.22,0,0,24.09,13.39,0,1.34,1.34,2.68,1.34,0,0,6.69
3Month,0.32,13.12,4.8,0.32,0,0.64,0.32,0,0.64,0,4.8,0.32,0.32,1.6,0.96,4.8,1.6,48.31,8.96,0.32,2.24,0,48.95,0.96,0.32,0,0,0.96,8.64,0,0,0,0,0.32,1.28,0.64
22Month,0,25.69,3.28,1.09,0,0.55,1.09,0.55,0.55,0.55,18.04,0.55,0.55,1.09,0,6.01,1.09,88.56,2.19,0,4.37,0.55,35.53,0,0,1.09,0,0,9.84,1.09,0,0,0,0,0,0.55
