stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,2.14,7.49,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,1.07,0,25.67,12.84,0,0,0,3.21,0,0,1.07,0,0,0,0
21Day,2.68,0,0,12.05,0,2.68,0,1.34,0,0,0,0,0,2.68,1.34,0,1.34,0,10.71,0,0,0,0,34.8,5.35,0,4.02,0,0,1.34,0,0,0,0,0,5.35
3Month,0.96,1.28,0.96,31.67,0,0,0.64,0.96,3.84,7.36,0,65.91,8,3.84,18.56,1.28,12.16,8,11.84,3.2,0,0.96,1.92,9.28,0,0.64,0,0,0.32,1.92,8.64,0.32,0,1.6,0.32,10.88
22Month,1.09,5.47,1.64,13.67,0,0,1.09,1.64,3.28,17.49,3.28,374.46,3.83,5.47,15.31,0.55,3.83,12.57,19.68,1.09,0.55,1.64,0.55,25.15,0,1.09,0,1.09,0,0.55,11.48,0,0.55,0.55,0,8.2
