stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,2.14,0,1.07,0,0,0,0,0,0,0,0,0,0,0,5.35,0,35.3,0,1.07,0,0,20.33,6.42,0,0,46,0,0,0,6.42,0,0,0
21Day,16.06,5.35,9.37,0,6.69,0,0,0,0,2.68,1.34,0,0,0,1.34,0,0,2.68,99.05,0,0,28.11,0,8.03,6.69,0,1.34,80.31,4.02,0,2.68,12.05,0,0,0
3Month,1.92,12.8,10.24,0.32,0,0.96,0.32,6.4,0.96,10.88,0,5.76,3.84,0.32,2.88,0.96,13.44,4.48,224.6,56.95,0,16.32,56.31,0.96,0.32,1.28,0.96,6.4,1.6,2.24,1.6,3.52,3.84,1.92,4.48
22Month,0.55,3.83,2.73,0,0,1.64,0,0.55,0,2.73,13.12,9.84,0,0,2.73,0,0.55,1.64,86.37,2.73,0,3.28,0,0.55,0.55,0,0.55,1.64,0,1.64,11.48,0.55,0,0,1.64
