stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia
24hpf,0,0,4.09,0,4.09,0,0,0,0,0,4.09,0,12.26,4.09,114.42,0,0
72hpf,5.35,0,0,1.07,0,0,0,0,0,0,0,1.07,3.21,9.63,17.12,1.07,0
21Day,9.37,1.34,8.03,0,2.68,2.68,1.34,1.34,5.35,2.68,1.34,1.34,13.39,6.69,13.39,1.34,1.34
