stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,204.32,0,0,0,0,0,0,0,20.43,0,0,0,0,24.52,0,0,24.52,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,336.98,5.35,2.14,0,5.35,0,0,0,0,0,0,0,0,34.23,297.4,4.28,35.3,0,3.21,3.21,0,127.31,79.16,25.67,0,0,26.74,0,0,16.05,1.07,2.14,0,0,0
21Day,5.35,0,0,84.33,0,5.35,0,1.34,0,0,0,0,0,0,0,0,1.34,29.45,1.34,41.49,1.34,0,1.34,0,25.43,6.69,18.74,0,0,4.02,8.03,0,1.34,5.35,1.34,0,0,0
3Month,0.64,4.16,2.56,223.64,1.28,0,3.2,0,5.76,76.15,0,0,35.19,14.72,0.64,20.16,12.48,29.76,32.95,1006.24,891.7,0.32,5.44,4.16,5.76,0.64,67.51,2.24,0,6.72,11.84,59.51,0.32,0,0.64,4.16,42.55,7.04
22Month,0,3.28,0.55,112.61,0,0,4.37,0,9.29,8.75,3.28,0,42.09,2.19,0,5.47,2.19,7.65,6.56,555.4,26.24,2.73,4.92,0,4.92,0.55,120.81,1.09,0.55,3.28,1.64,34.44,2.73,0,0,2.19,0,2.73
