stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,12.26,0,0,0,0,0,69.47,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,4.28,1.07,0,0,0,0,0,0,0,0,0,0,0,12.84,0,4.28,0,0,0,0,26.74,8.56,0,0,2.14,0,0,2.14,1.07,0,0,0,0,0
21Day,4.02,0,0,52.2,0,0,2.68,0,0,0,0,0,6.69,1.34,2.68,1.34,18.74,0,9.37,0,0,0,0,4.02,2.68,0,0,0,2.68,0,0,0,0,2.68,0,2.68,0
3Month,0.32,2.24,0.64,106.54,0,1.28,0.64,7.04,37.75,0,0,35.51,1015.2,0.96,8.32,3.2,252.44,16.64,8.96,3.52,0,3.2,2.24,3.52,0.64,1.6,0.96,0.32,3.2,3.2,32.95,0.32,0.32,0,8.64,44.15,5.12
22Month,0.55,1.09,0,21.32,0,0.55,0,1.64,24.6,1.64,0,25.69,417.64,0,4.92,0.55,21.32,3.28,6.01,1.09,1.09,0,0,0,0,0.55,0,0,0,0,8.75,0.55,0,0,0,0,2.73
