stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,20.43,0,77.64,0,4.09,0,0,0,0,0,12.26,0,0,0,0,8.17,16.35,24.52,187.97,0,0,0,0,85.81,1699.94,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,31.02,7.49,0,41.72,14.98,43.86,0,4.28,0,0,0,0,0,0,4.28,0,18.19,92,6.42,92,0,12.84,2.14,1.07,253.54,244.98,1.07,6.42,0,58.84,6.42,0,17.12,2.14,2.14,3.21,0,0,0
21Day,45.51,0,0,100.39,4.02,46.85,0,29.45,0,2.68,0,0,2.68,0,58.9,0,10.71,48.19,17.4,119.13,0,1.34,12.05,0,58.9,95.04,0,2.68,0,49.53,12.05,6.69,5.35,1.34,1.34,1.34,1.34,0,13.39
3Month,1.28,6.72,5.44,162.21,1.92,0,3.84,12.16,13.76,23.04,0.64,0,268.44,37.75,9.6,61.11,13.44,54.39,49.27,53.75,17.92,0.32,11.84,4.48,6.08,1.6,6.72,2.88,0,1.92,7.68,203.81,1.92,0,0,1.28,11.52,50.55,38.39
22Month,1.64,8.75,3.83,37.72,0,0,6.56,9.84,3.83,27.88,23.51,0,354.78,21.87,15.85,50.84,2.19,15.31,35.53,41.55,1.64,6.01,4.92,1.09,9.84,0.55,3.28,7.65,5.47,2.19,1.09,57.4,4.37,2.19,0,1.09,0.55,0,8.2
