stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,0,0,0,0,0,0,2.14,6.42,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,81.65,4.02,0,1.34,0,0,0,1.34,0,1.34,1.34,10.71,124.48,0,4.02,0,0,0,0,4.02,2.68,0,0,0,1.34,0,0,2.68,1.34,0,0,0,1.34
3Month,0.32,3.52,52.47,0,0,0,18.56,4.48,0,16,4.16,3.84,63.35,4.48,8.32,12.48,1.6,0.32,0,8.32,1.6,0.96,0.32,3.52,0.32,0,0,0.96,1.92,0,0,0,3.84,0.96,32.63
22Month,11.48,7.11,56.31,0,1.09,2.19,18.59,26.24,2.19,73.25,2.73,9.84,104.96,1.09,5.47,30.61,4.92,0.55,0.55,10.93,0.55,2.19,0.55,2.73,0.55,0.55,0.55,0.55,2.19,0,0,0.55,4.37,0,25.69
