stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,1.07,0,1.07,7.49,0,0,0,0,0,0,0,1.07,0,13.91,3.21,9.63,0,0,1.07,0,1019.51,22.47,0,1.07,11.77,0,1.07,7.49,0,1.07,1.07,0
21Day,18.74,0,1.34,5.35,5.35,0,4.02,0,0,0,4.02,2.68,2.68,0,4.02,1.34,16.06,0,0,2.68,0,294.48,16.06,0,17.4,2.68,9.37,0,1.34,2.68,1.34,1.34,0
3Month,0,0,0,4.8,0,0.64,0,0.32,0.32,0,11.84,3.2,1.28,1.28,0.64,1.92,2.24,0.32,0,0.64,0.32,8.64,0,0,0.64,0.32,1.28,1.92,0,0,0,0,1.92
22Month,0,2.19,0,6.01,0,1.09,0,0.55,6.01,2.19,85.82,3.83,4.92,9.84,2.73,4.92,11.48,0.55,3.83,0.55,0,19.68,0,0.55,1.09,0,0,3.28,1.64,0,0,0,1.09
