stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,10.7,0,1.07,0,0,0,0,2.14,1.07,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,0,10.71,1.34,0,0,0,0,0,0,0,2.68,0,0,14.72,1.34,4.02,0,0,0,0,4.02,1.34,0,0,1.34,0,0,0,0,0,0,8.03
3Month,0.32,0.96,1.28,27.2,0,0.64,0.96,5.12,6.72,0,24.64,8.32,2.56,12.8,1.92,1.92,8.32,4.16,2.24,0,1.92,1.6,0.32,0,2.56,0.96,0,0,4.8,0.32,0,1.6,1.28,31.99
22Month,0,12.57,4.92,38.81,0,3.28,1.64,9.84,26.79,3.83,89.1,16.4,18.59,62.32,2.19,7.11,27.88,13.67,0,3.83,5.47,0.55,1.64,0,1.64,1.09,0,1.64,16.95,1.09,0.55,3.83,0,43.73
