stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,32.69,0,4.09,0,0,0,28.6,0,12.26,0,0,0,0,0,0,0,0,32.69,0,0,0
72hpf,3.21,1.07,0,13.91,21.4,6.42,0,0,0,0,0,0,0,0,1.07,165.82,0,3.21,0,0,0,11.77,68.47,11.77,0,1.07,0,2.14,0,0,1.07,2.14,605.5,0,0,0
21Day,4.02,0,0,54.88,0,2.68,0,0,0,0,0,0,0,0,12.05,78.97,0,10.71,0,0,0,0,8.03,2.68,0,0,0,0,1.34,0,0,2.68,12.05,0,0,0
3Month,0,1.6,0.64,270.36,0.32,0,0.96,2.24,4.16,0,11.52,3.52,0.64,6.08,258.84,10.24,2.88,30.72,15.36,0.64,3.2,254.04,25.6,0.64,3.2,0.32,0,2.56,4.16,3.52,0.96,0.32,5.12,2.24,1.6,8
22Month,0,5.47,1.09,169.46,0,0,0.55,1.64,0.55,660.91,133.38,0,0.55,8.75,98.4,3.28,3.28,66.69,3.83,2.73,2.19,10.39,8.2,0,6.56,1.09,0.55,0.55,0,1.09,0,0,22.96,2.73,0,0
