stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,4.09,36.78,4.09,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,4.28,0,0,0,4.28,5.35,0,0,0,0,0,0,0,0,1.07,3.21,1.07,10.7,0,0,0,0,53.49,10.7,0,0,9.63,0,0,0,0,1.07,320.94,0,0,0
21Day,2.68,0,1.34,6.69,6.69,8.03,0,0,0,0,4.02,0,1.34,1.34,1.34,12.05,2.68,18.74,0,1.34,0,0,25.43,13.39,0,1.34,6.69,12.05,0,0,0,0,246.29,0,0,4.02
3Month,0.96,0.32,1.28,112.62,8.32,0,1.28,0,4.8,0.96,14.08,2.56,0.32,4.8,0.32,109.1,0.96,117.42,7.04,0,2.24,0.32,0.32,0.64,0.32,0.32,0,3.52,7.04,0.96,0,0,63.99,1.6,2.56,3.84
22Month,0,1.09,1.09,14.76,2.73,0,0.55,1.09,3.28,0.55,21.32,1.64,1.09,1.64,0,20.23,2.73,150.33,1.09,1.64,0,0,1.09,0,0,0.55,0.55,0,9.84,7.65,4.92,0,26.79,0,0,0
