stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,175.72,0,0,0,0,4.09,0,0,8.17,0,0,0,4.09,61.3,482.2,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,33.16,11.77,0,36.37,24.61,20.33,0,0,0,0,0,0,0,0,1.07,17.12,56.7,2.14,38.51,0,1.07,3.21,2.14,3778.5,609.78,19.26,7.49,0,56.7,1.07,0,63.12,110.19,64.19,10.7,0,0,0
21Day,17.4,2.68,1.34,46.85,8.03,16.06,2.68,1.34,0,0,0,5.35,1.34,6.69,0,2.68,6.69,8.03,34.8,0,0,6.69,0,746.9,202.12,20.08,6.69,0,13.39,24.09,0,25.43,34.8,113.78,9.37,0,0,2.68
3Month,0.64,0.96,0.32,47.35,2.24,0,0,81.27,4.8,0.32,0,10.56,3.84,0.96,6.72,1.28,4.48,3.84,9.6,1.92,0,17.92,0.64,81.59,13.12,56.63,4.16,0,0,1.28,148.78,9.28,1.6,0.64,3.84,0.96,20.8,2.88
22Month,0,3.28,1.64,15.31,0.55,0,0.55,12.57,6.01,2.19,0,50.29,1.09,6.01,4.37,0,0.55,3.28,6.56,0,2.19,6.56,0,60.13,3.28,48.11,7.11,8.2,0.55,0.55,56.31,18.59,108.78,0,3.83,0,0,2.73
