stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,12.26,0,118.51,12.26,0,0,0,0,4.09,12.26,0,0,0,0,12.26,44.95,24.52,563.92,0,0,0,0,286.05,5304.15,4.09,0,0,53.12,0,0,0,0,0,0,0,0,0
72hpf,102.7,18.19,0,75.96,34.23,74.89,1.07,2.14,3.21,0,0,0,0,5.35,2.14,31.02,215.03,11.77,277.08,0,5.35,12.84,4.28,6945.08,1868.93,9.63,34.23,0,241.77,2.14,0,192.56,14.98,5.35,7.49,0,0,0
21Day,30.79,2.68,5.35,65.59,4.02,41.49,6.69,0,4.02,0,0,6.69,0,9.37,6.69,8.03,21.42,4.02,119.13,0,0,26.77,0,1485.77,373.45,6.69,13.39,0,44.17,46.85,1.34,46.85,6.69,12.05,2.68,0,0,5.35
3Month,0,1.6,0,12.8,3.2,0,0.32,0.64,3.2,0,0,9.92,2.88,0.32,3.52,4.48,4.8,1.92,24,5.76,0,1.28,0,24.64,8.32,6.4,12.16,0,1.28,0.96,37.11,1.92,0.32,0,0.32,3.84,2.24,1.92
22Month,0,1.09,0.55,7.65,2.19,0,0,0,3.28,5.47,0,43.19,3.28,1.09,6.56,1.64,1.64,3.28,14.21,2.19,1.64,4.37,0,18.59,6.56,7.65,12.57,0.55,3.28,0.55,56.31,2.73,0,0,1.09,0.55,0,1.09
