stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,3.21,1.07,0,0,0,0,1.07,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,10.71,2.68,0,4.02,0,12.05,0,2.68,2.68,52.2,0,1.34,1.34,28.11,6.69,0,0,0,0,4.02,1.34,0,0,1.34,2.68,0,1.34,1.34,0,1.34,0,0,0,18.74
3Month,0,1.92,1.92,62.71,0,0.32,1.28,25.92,39.67,0.32,11.52,40.95,5.12,43.83,5.12,14.72,46.07,5.12,0.32,0.32,4.8,3.84,0.32,0,0.96,0.32,0.32,2.88,0.32,4.48,0.32,0,0,0,5.44,6.72,48.31
22Month,0,7.11,3.83,41.55,0,0.55,1.64,17.49,113.7,3.28,14.76,43.73,20.23,63.96,3.28,7.65,63.41,2.19,0,1.64,3.28,0.55,0,0.55,1.09,0,0,1.09,0,2.19,0.55,1.09,0,0.55,1.09,0,20.23
