stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Hatching_gland,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte
24hpf,24.52,40.86,0,81.73,0,4.09,16.35,0,0,0,16.35,49.04,28.6,159.37,12.26,0,4.09,20.43,1078.81,0,0,20.43,0,0,0,0,0,0
72hpf,14.98,8.56,0,37.44,6.42,12.84,0,0,2.14,1.07,8.56,180.79,4.28,46,3.21,1.07,0,143.35,83.44,4.28,5.35,33.16,0,17.12,1.07,0,3.21,0
21Day,6.69,0,1.34,10.71,0,2.68,0,0,0,0,0,5.35,0,8.03,0,0,0,1.34,1.34,0,0,1.34,0,0,0,1.34,0,0
3Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.96
22Month,0,0,0,0.55,0,0,0,2.73,0,0.55,0,0,0,0,0.55,0,0,0,0,0,0,0,2.19,0,0,0,0,0
