stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,2.14,0,0,0,0,0,0,0,0,0,4.28,5.35,0,28.88,0,1.07,0,0,12.84,18.19,0,0,0,34.23,2.14,0,0,0,1.07,0,0,0
21Day,14.72,4.02,1.34,50.86,2.68,6.69,0,1.34,0,0,4.02,1.34,4.02,0,2.68,28.11,5.35,69.6,0,0,10.71,1.34,13.39,30.79,0,0,0,30.79,12.05,0,0,1.34,0,0,0,1.34
3Month,0.64,5.12,2.24,82.87,0,0,0,13.12,10.56,0.32,194.53,18.56,0.96,28.16,4.16,19.52,12.8,36.47,14.4,0.32,7.68,2.24,1.28,0,2.56,0.64,0,0.32,3.84,2.24,0.32,0,0,2.24,22.4,16.96
22Month,1.09,22.41,4.92,55.76,0,0,3.83,20.77,42.09,48.11,1371.01,16.4,1.09,45.37,3.83,21.32,15.31,111.52,2.19,25.69,21.32,0,1.64,0.55,6.01,2.73,1.64,1.64,1.64,0.55,4.92,1.09,1.09,2.73,0,11.48
