stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,12.26,61.3,0,0,0,0,24.52,322.83,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,7.49,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,24.61,0,24.61,0,1.07,1.07,0,26.74,47.07,0,1.07,19.26,0,0,8.56,0,1.07,0,0,0
21Day,8.03,2.68,20.08,1.34,0,0,1.34,0,0,0,4.02,0,0,1.34,0,9.37,2.68,70.94,0,0,14.72,0,21.42,16.06,0,1.34,25.43,1.34,0,10.71,1.34,4.02,0,0,0
3Month,0.32,2.24,18.24,0.32,0,0.32,0,0.96,1.6,0,16,5.12,0.32,2.24,0.96,8.96,4.48,14.08,3.84,0,1.28,0.96,0,0.32,0.64,2.88,0.64,0.32,23.04,1.28,0,0,3.84,4.8,0.64
22Month,0,1.09,4.92,0,0,0,0,1.09,1.09,1.64,35.53,4.92,1.09,1.09,0,2.73,1.09,8.2,0.55,1.09,0,0,0,0,0,1.64,0,0,7.11,0.55,0,0,0.55,0,0
